"辞書
ページ"	見出し語	アクセント型	品詞	"文語などの
種別"	補足	意味 1.	意味 2.	意味 3.	意味 4.	意味 5.	備考
126	?asiziri	⓪	名			芝。芝草。					
126	?asiziri]juNziri	⓪	名			1.?asiziri（芝草）の卑称。	2.'juNziri（足の裏が切れること）の卑称。?asi-には足の意のほかに,悪いという語感もある。				
126	?asjagi	⓪	名			農村の比較的裕福な家の前庭にある離れ屋。もと,祖神を祭った建物で,母屋よりも美しくしてあり,客間にしたり,倉にしたり,機を置いたり,いろいろな用に用いている。足上げの意か。meenujaa（前の屋）ともいう。					
126	?asjura	⓪	名	文		ゆくえ不明。tamakuganicuigwa ?Nzaru saNgwaCini～sici 'uraN.[玉黄金一人子 去ぢやる三月に あしゆらしち居らぬ（女物狂）]大事な一人子が去る三月にゆくえ不明になって,いない。					
126	?atabicaa	⓪	名			?atabiciと同じ。					
126	?atabici	⓪	名			1.蛙。蛙の総称。	2.蛙の一種。土色の小さいもの。				
126	?atagahuu	①	名	文		思いがけない幸福。突然の果報。?ata-<?aQta（にわか）。haakwahuN CicuSigadu CiciN Cicizurasa. ?atagahudu Cicaru. kwahuna 'wamija.[はあ 果報も付きゆすがど 付きも付き清らさ あた果報ど付きやる 果報な我身や（大川敵討）]ああ,幸運も付いてはいるが見事に付いたものよ。幸運なわたしは,不意の幸運にめぐまれた。					
126	?atai	⓪	名、接尾			1.王室内の庶務係。身分の高い,若い者がなる。	2.（接尾）係。-taiともなる。koosaku?atai（農事係）,'jamatai（山林係）,hanatai（王室の接待係の少年）,kuratai（王室の倉庫係）など。				
126	?atai	⓪	名			屋敷内にあり,野菜などを作る畑。菜園。複合語にhana?atai（花畑）,'uu?atai（芭蕉畑）など。					
126	?atai	⓪	名			くらい。ほど。?unu～nukutuni kusamikuna.それぐらいのことに怒るな。					
126	?ataimee	⓪	名			1.当然そうあるべきこと。義務。?ujanu kutoo Qkwanu～.親の世話は子の義務。	2.あたりまえ。普通。尋常。?aree～ja ?araN.彼は普通ではない。異常がある。				
126	?ataipeeciN	①	名			[当親雲上]士族の位階の名。					
126	?ata=juN	①	自=raN,=ti			1.当たる。的中する。相当する。また,合う。また,出来事に出会う。事に当たる。saNminoo ?atatoomi.計算は合っているか。cimunu～.気が合う。心が通ずる。miituNda 'jatiN cimunu ?ataraN kutunu ?aN.夫婦でも心の通わないことがある。?atatidu sijuru.実際に経験して,はじめてわかる。?atataru husjoo.悪いことに出会ったのが運のつき。当たったのが運が悪い。	2.食物に当たる。食中毒する。	3.悪いこと･やましいことが,思い当たる。痛いところを突かれる。?atajuru gutu ?juN.痛いところを突くように言う。自分が攻撃されているのでない時,自分自身のやましい点を思い当たった場合はduu?ataisjuNという。			
126	?ataku	⓪	名			蛙の一種。青蛙。芭蕉の葉によくいるので,'uu?atakuともいう。～natooN.青蛙のように坐りこんで動かない。坐りこんで働かないさま,だだをこねて動かないさまなどをいう。					
126	?atama	⓪	名			1.頭領。かしら。（身体名の「頭」はCiburu）	2.慣用句として,はじめ。あたま。～kara Qcudu ?uSeetooru.あたまから人を見くびってかかっている。～ni.最初から。				
127	?atamawai	⓪	名	新		頭割り。人数割り。普通はCiziwaiまたはCiburuwaiという。					
127	?atara	⓪	副			あたら。口語は?aQtara。～niNziNni ?Nmarijai 'uSiga.[あたら人間に生れやい居すが]あたら人間に生まれてはいるが。					
127	?atarasimuN	①	名			大事なもの。手離せないもの。					
127	?atarasjaN	①	形			大事である。手離せない。?atarasii nasimuNnuQkwa.大事な生みの子。?atarasja sjuN.大事がる。手離したがらない。					
127	?ati	①	名			1.当て。目あて。心あて。目標。	2.心覚え。心当たり。～nu neeN.心当たりがない。覚えがない。熟睡中に起こったことなどについていう。	3.思慮。分別。muNnu ?atee neeN.分別がない。危険を知らない。	4.音さた。たより。nuu?atiN neeN.何の音さたもない。naguja 'jaNbarunu ?icihatiga 'jajura, namadi nagubuninu ～ja neraN.[名護や山原の行き果てがやゆらなまで名護船のあてやないらぬ]名護は山原のはてであろうか,いまだに名護からの船のたよりもない。		
127	?atiga=juN	①	他=aN,=ti			目星をつける。擬する。?atigaarijuN.目星をつけられる。容疑者とされる。'waNnee nuuN saNSiga ?atigaaQti kusamikariisaa.わたしは何もしないのに目星をつけられて,しゃくにさわるよ。taaga ?jaa ?atigajuga, duu?atai Qsi.だれが君だというものか,自分でひがんで。					
127	?atigeehuu	⓪	名			あてずっぼう。当て推量。					
127	?ati=juN	①	他=raN,=ti			1.当てる。的中させる。接着させる。あてはめる。相当させる。また,合わせる。haajaNkai kii～.柱に木を当てる。tucii～.時計を合わせる。	2.なぐる。人の体を打つ。那覇などではなぐることを,多くkurusuN, taQkurusuN, tataQkurusuNなどというが,首里ではやわらかに?atijuNと多くいった。				
127	?atikawa=juN	①	自=raN,=ti			当てがはずれる。					
127	?atinasi	①	名			無邪気な者。あどけない者。女･子供など思慮分別のない者。timiZitiSi siraN ～ju demunu, 'juruci tabori.[手水てす知らぬあてなしよだいもの許ちたばうれ（手水之縁）]手水ということを知らない,いとけない者ですから,お許し下さい。					
127	?atiQteeN	①	副			女･子供などの,あどけないさま。無邪気なさま。～sjooN.あどけないさまをしている。					
127	?atisjoo	①	名			思慮。～nu neeN.思慮がない。					
127	?atitiNpuu	⓪	名			?atitiQpuuと同じ。					
127	?atitiQpuu	⓪	名			あてずっぼう。					
127	?atu	⓪	名		（後方の意には多くkusiという。また,跡の意では,複合語を除き,多くsirusiという。）	1.のち。後刻。将来。また,死後。～kuuwa.あとでこいよ。～nu kutu.あとのこと。また,死後のこと。～nu ?uZumi.あげくのはて。結局。～nu ?uZumee karamiraQtaN.あげくのはては,つかまえられた。	2.次。?unu～.その次。	3.子孫。また,後継者。～teejuN.あとが絶える。			
127	?atu?atu	①	名			あとあと。のちのち。将来。					
127	?atubara	①	名			後妻の子。					
127	?atubisja	⓪	名			動物のあとあし。					
127	?atuCizi	⓪	名			あと継ぎ。相続人。嗣子。					
127	?atudumeei	⓪	名			?atudumiと同じ。					
127	?atudumi	⓪、①	名			後妻。sacidumi（先妻）の対。					
127	?atukata	⓪	名			あとかた。痕跡。～N neeN.あとかたもない。					
128	?atukataZiki	⓪	名			あとかたづけ。あと始末。					
128	?atumasa]igahuu	⓪	名			あとになってうまく行くこと。あとの方がかえってよくなること。					
128	?atumi	⓪	名			跡目。あと継ぎ。後継者。					
128	?atumudui	⓪	名			あと戻り。また,退歩。					
128	?atunainai	⓪	副		meenainaiの対。	1.だんだん後へさがるさま。	2.しりごみするさま。人の後になろうとするさま。～bikee-N Qsi.しりごみばかりして。				
128	?atunaisaci(])nai	⓪	副			1.あとになったり,先になったり。	2.相前後して。～'ja-matuNkai caN.相前後して日本に来た。				
128	?atusaci	①	名			あとさき。前後。					
128	?atuSizicaa	⓪	名			?atusiziciと同じ。～sjuN.					
128	?atuSizici	⓪	名			あとずさり。後退。また,しりごみ。～sjuN.					
128	?atu?usii	⓪	名	新		車のあと押しを業とする者。立ちん坊。首里の坂の下などに,人力車のあと押しを業とする者がいた。					
128	?atu?wii	⓪	名			あとをつけて行くこと。尾行。-?wii＜?uujuN。					
128	?awa	⓪	名			粟。					
128	?awaawaa	⓪	名			あばばばば。口を手でたたきながら声を出す幼児の芸。					
128	?awaCizi	⓪	名			粟粒。					
128	?awari	⓪	感、名	文		1.あわれ。ああ。～kunu taija ?icaga najura.[あはれこの二人や いきやがなゆら]あわれ,このふたりはどうなることか。	2.（名）あわれ。つらいこと。みじめさ。苦労。～sjuN。みじめになる。苦労する。～CikusjuN.あわれをきわめる。'jaNbaruni ?ikiba～duja siguku, miru kataja neraN ?umitu 'jamatu.[山原に行けば あはれどや至極見る方やないらぬ海と山と]山原に行けばどんなにつらいことか,海と山ばかりで,ながめるものとてない。				
128	?awatiihjaatii	⓪	副			大急ぎでするさま。大あわてでするさま。zikaNnu ?akutu～Qsi ?NzaN.時刻が決まっているので,大急ぎで行った。					
128	?awati=juN	①	自=raN,=ti			1.急ぐ。?a-watiti See.急いでしろ。	2.あわてる。				
128	?awatinoori	①	副			1.大急ぎでするさま。?unu basjoo～sjootaN.その時は大急ぎだった。	2.あわてふためくさま。				
128	?aweesjukwee	⓪	副			あわてふためくさま。大あわて。tadeemanu kutu nati,～simiraQtooN.突然のことで大あわてさせられている。					
128	?aza	①	名			安謝。«地»参照。					
128	?aZa	①	名			ほくろ。あざはsumiという。					
128	?aZagwaa	①	名			小さいほくろ。					
128	?aZakee	⓪	名	文		しゃこ貝。口語は?a-zikee。その貝がらは魔よけとして用いられる。tusija nagukaradu 'jujuNdici cicuru, nagutu sjuiZakeni ?aZake ?wi-rana.[年や名護からど 寄ゆんでいち聞きゆる 名護と首里境に あざ貝植ゑらな]年（砥石）は名護から寄って来るという話だが,名護と首里との間にしゃこ貝を植えて年が来ないようにしよう。名護は砥石（tusi）の産地であった。					
128	?aZama	⓪	名			安座間。«地»参照。					
128	?aZamuciwaree	①	名			あざ笑い。嘲笑。?aZawareeともいう。					
128	?aZamu=cuN	①	他=kaN,=ci			あざける。軽蔑してかかる。あざむくはnuzuNという。Qcu～.人をあざける。					
128	?aZana	①	名	古		首里城内にあった,旗を立てて時刻を示した台。首里城内に二箇所あった。					
128	?aZanaa	①	名			あだな。綽名。～nu CicooN.あだなが付いている。					
128	?azaNnatu	⓪	名			安謝港。首里の西北方,旧真和志間切にある港。					
129	?aZawaree	⓪	名			あざ笑い。嘲笑。?aZamuciwareeともいう。～sjuN.あざ笑う。嘲笑する。					
129	?azi	⓪	名			[按司]?aNziともいう。位階の名。大名。'oozi[王子]の次,?weekata[親方]の上に位する。もとは地方に一城をかまえて割拠したが,尚真王時代（1477～1526）に首里に中央集権が敷かれた際,首里に集められ,一間切を領する身分となった。?aziが首里に作った邸宅は?uduN[御殿]とよばれ,また,?aziは人びとから?umee[御前]と呼ばれるようになった。?azizituuの項参照。					
129	?azi	⓪	名			機織りの器具の名。経糸を上下に分けるもの。meegusa（その項参照）に穴をあけ,ひもで結び付ける。＜?azijuN。					
129	?azi	①	名			1.味。食物の味。?azee caaga. 味はどうか。	2.味見。味加減を見ること。～sjuN.味見をする。				
129	?azi	①	名			えら（鰓）。					
129	?azibi	⓪	名			[按司部]?azi[按司]の身分の人びと。諸侯。また按司に対する敬称。按司様。?azibi?umiNgwanu gutoosa.按司様のお子様のようだ。上品で美しい子供を形容していう。					
129	?aziganasii	⓪	名			按司様。?azi[按司]に対する敬称。-ganasii は敬意を表わす接尾辞。					
129	?aziganasiimee	⓪	名			御按司様。?azi[按司]に対する敬称。					
129	?aziimee	⓪	名			?azi[按司]の子が父親に対していう呼び掛けの語。					
129	?azi=juN	⓪	他=raN,=ti			交叉する。十字に交わる。					
129	?azika=juN	⓪	他=raN,=ti			預かる。					
129	?azikee	⓪	名			しゃこ貝。?azi-＜?azijuN。貝がらがかみ合うのでいう。つるしておくと邪気が通らないとして邪気をはらうまじないとされる。					
129	?aziki=juN	⓪	他=raN,=ti			預ける。					
129	?azikuutaa	⓪	名			味のよいもの。深い味わいのあるもの。こくのあるもの。					
129	?azimaa	⓪	名			交叉したもの。交叉したところ。sanazinu～.ふんどしの結び目。またその結び目の当たる腰の部分。micinu～。四つ角。十字路。					
129	?azimaamusubi	⓪	名			十字に結ぶこと。荷造りなどで,縦横のひもの交叉したところを結ぶこと。					
129	?azimee	⓪	名			按司様。?azi[按司]の敬称。普通は?umeeという。					
129	?azimuku	⓪	名			?azi[按司]の婿の意か。夜,掃除をすることは忌むが,どうしてもしなければならない時に,この語を唱えながらする。					
129	?aziN	⓪	名			杵。手杵。太い一本の棒で,中央の握る所を細くしてあるもの。つき杵はkakiziciという。					
129	?azisui	⓪	名	文		按司様。?azi[按司]の敬称。-suiはmuNdaSii[百浦添],?uraSii[浦添]などの-Siiと同じく,もと治める意かと思われる。					
129	?azitaka	⓪	名			鷹の上等な美しいもの。?azi[按司]が飼う鷹の意か。					
129	?aziwee	①	名			味わい。おとなの使う語。～nu ?aN.味わいがある。					
129	?azizituu	⓪	名			[按司地頭]suuzituu[総地頭]･'wacizituu[脇地頭]の上。地方に一間切の領地をもつ領主。その位階は?azi[按司],その邸宅は?uduN[御殿]と呼ばれる。?azizituuとsuuzituuとは二重に一間切を領する。両者を併称してroosuuzituu[両総地頭]という。					
130	baa	⓪	名			1.場合。折。時。?unu～ja caa sjuga.その時はどうするか。	2.わけ。理由。caaru～ga.どういうわけか。				
130	baa	⓪	名			叔母。叔母さん。父母の妹。士族についていう。平民についてはbaaciiという。伯母（士族）は?uhu?ajaaという。叔母が三人いるとすれば,?uhubaa（大きい叔母さん）,baa,baagwaa（小さい叔母さん）などと呼び分ける。					
130	baabaa	①	副			火の燃えるさま。ぼうぼう。～meejuN.ぼうぼう燃える。					
130	baacii	⓪	名			1.叔母。叔母さん。父母の妹。平民についていう語。士族についてはbaaという。	2.下女をさしていう語。小母さん。				
130	baacira	①	名			下品な女。あばずれ女。					
130	baagwaa	⓪	名			小さい叔母さん。一番下の叔母。					
130	baahabakai	⓪	名			場所ふさぎ。広い場所を占有して,邪魔になること。					
130	baakee	⓪	名			奪い合い。					
130	baakeekara]kee	⓪	副			奪い合うさま。～sjuN.					
130	baaki	⓪	名			ざる。かご。底が四角で,底を中心に丸く竹で編みあげたざるをいう。穀物･いもなどを入れる。目は密なものと粗なものといろいろある。sookiの項参照。					
130	baaN	⓪	名			番。番すること。また,番人。守衛。順番の意の｢番｣はbaNという。					
130	baaNjaa	⓪	名			番小屋。baNtiともいう。					
130	babaQkwaa=sjuN	①	他=saN,=ci			ごまかす。まぎらわしくしてごまかす。mamaQkwaasjuN,mamiQkwaasjuNともいう。					
130	baci	⓪	名	新		ばち。悪行に対する神仏などからの報い。～kaNzuN.ばちが当たる。ばちを受ける。～kwajuN.〔新〕図に当たる。すばらしい目にあう。すごい。うまい。'iitiNci nati～kwatooN.〔新〕いい天気になってうまいぞ。					
130	baci	①	名			1.撥。太鼓･どらなどを打つ棒。	2.撥。こまを打って回すもの。竹ぎれなどの先に布やひもを結びつけたもの。				
130	baCi	①	名			罰。siNsiini～sarijuN.先生に罰される。					
130	baCikaNzaa	⓪	名			罰当たり。ばちが当たった者。					
130	bagu	①	名			馬具。bagudooguともいう。					
130	bagudoogu	①	名			baguと同じ。					
130	baki=juN	⓪	自=raN,=ti	新		化ける。また,変装する。					
130	bakuca	⓪	名			bakuci（ばくち）の卑語。～?ucuN.ばくちを打つ。					
130	bakuci	⓪	名			ばくち。bakucaともいう。					
130	bakujoo	⓪	名			1.ばくろう。馬の売買を業とする者。?Nmabakujooともいう。転じて,馬以外の家畜を売買する者をも?usibakujoo（牛の売買をする者）,?waabakujoo（豚の売買をする者）のようにいう。	2.仲買人。ブローカー。周旋屋。卑しめていう場合が多い。Zuribakujoo（女郎周旋屋）など。	3.商売上の利益を目的とした交換。～sjuN.もうけのための交換をする。			
130	bama	⓪	名			浜。«地»参照。					
130	bani	⓪	名			ばね。発条。					
130	baN	⓪	名、接尾			1.番。順番。～tujuN.順番を決める。～?atajuN.番が当たる。waabanui.わたしの番か。門番などの｢番｣はbaaNという。	2.（接尾）番。?icibaN（一番）など。				
130	baN	①	副			ばん。強く打つさま。また,その小児語。～sarijuN doo.ばんとぶたれるぞ。					
131	baNbaaraa	⓪	副			がらんどう。広い家などに何もないさま。?uubaNbaaraaともいう。					
131	baNbataa	⓪	名			玩具の名。竹の柄の付いた円形の金属板（または針金の輪の中を紙で張ったもの）の両端にひもを付け,そのひもの先に小さい金属球をとりつけたもの。柄を回して,カランカランと鳴らす。					
131	baNdukuru	⓪	名	文		baNzu[番所]の文語。韻文で用いる。makutu nani tacuru sjujanu～,nakajamaja kusjati'Nnatu me naci.[まこと名に立ちゆる塩屋の番所中山やくしやて港前なち（花売之縁）]まことに名高い塩屋の番所だ。中山を背にし港を前にして。					
131	baNku	⓪	名			野外で芝居をする時の舞台。普通の舞台はbutee。					
131	baNmika=sjuN	①	他=saN,=ci			ばんとくらわす。やっつける。					
131	baNniN	⓪	名			番人。					
131	baNsiruu	⓪	名			ばんじろう。蕃石榴。南国特有の果樹の名。					
131	baNti	⓪	名	文		1.番人。haa kuinu maSi～sjuru munuja ?araN, dezisarami'wamija ?isuzi nugira.[はあ恋のませ番手しゆるものやあらぬ大事さらめ我身や急ぎぬげら（手水之縁）]やあ恋のませ垣の番をするものではない。大変なことだ。わたしは急いで逃げよう。	2.番小屋。				
131	baNzi	①	名			まっ最中。たけなわ。まっ盛り。?ikusanu～.いくさのまっ最中。mumunu～.やまもものまっ盛り。～nu niiSee.若盛りの青年。					
131	baNzoogani	⓪	名			[番匠金]かね尺。直角に曲がったものさし。					
131	baNzu	⓪	名			[番所]maziri[間切]の役場。					
131	baQciN	①	名			[罰金]罰金。過料。kwasiN[科銭]ともいう。～kakirarijuN.罰金をかけられる。					
131	baQpee	⓪	名			間違い。誤り。また,あやまち。～sjuN.間違いをする。～'jakutu kuneeti kwiri.あやまちだからこらえてくれ。複合語に,micibaQpee（道を間違えること）,saNmiNbaQpee（計算間違い）,QcubaQpee（人違い）など。					
131	baQpee=juN	⓪	他=raN,=ti			"間違える。間違う。saNmiN～.計算を間違える。“caasi ?aNsi baQpeetaga.""“nuutuNganaasi baQpeeti neeN muN.”｢どうしてああ間違えたか。｣｢何となしに間違えてしまったんだもの。｣"					
131	-bara		接尾			名詞はhara。…の方。…の側。…の身内。…の一族。nisibara[西原]（地名。首里の北側の意）,hweebara[南風原]（地名。首里の南側の意）,caQcibara（長男の一族）,zinaNbara（次男の一族）,hwizabara（比嘉一族）など。					
131	baraN	⓪	名			尾花。すすきの花。すすきはgusiciという。					
131	basikaa	⓪	名			1.basikeeと同じ。	2.basikaa?ijuと同じ。				
131	basikaa?iju	⓪	名			太刀魚。					
131	basikee	⓪	名			芭蕉の葉柄の裏皮。ひもなどに用いられる。表側からは繊維をとり,芭蕉布とする。					
131	basjaa	⓪	名			芭蕉布。芭蕉は'uu,またはbasjuu。					
131	basjaanunu	⓪	名			芭蕉の布。basjaaと同じ。					
131	basjaaziN	⓪	名			芭蕉布で作った着物。夏の男女用。					
131	basjanai	⓪	名			芭蕉の実。バナナ。					
131	basjaziN	⓪	名			芭蕉布の喪服。染めてない無地の芭蕉布で作り,葬式にのみ用いる。男は袖を通して着るが,女は袖を通さずに頭からかぶる。					
131	basju	⓪	名、接尾			1.場合。折。時。?unu kutoo ?ariga caru～'?ataga'jaa.そのことは彼が来た時だったかね。?ariga cuuru basjoo 'waNnee 'uraNdi ?ee.彼が来た場合にはわたしはいないと言え。～nu～'jati 'juujuutu hanasiN naraNtaN.場合が場合で,ゆっくり話もできなかった。	2.緊急な事のある場合。不幸の折･もうけ時･チャンス･機会など。～-nu ?acinee.もうけ時の商売。	3.場所。buciriina～.きたない場所。	4.わけ。理由。caaru～ga, ?jaaga ?aN sjuSee.どういうわけだ,おまえがそうしたのは。	5.（接尾）不幸の折。taruubasjuni cootaru Qcu.（太郎の不幸の時に来ていた人）	
132	basjuu	⓪	名			芭蕉。'uuともいう。					
132	basjuukabi	⓪	名			紙の一種。芭蕉紙。芭蕉の繊維で作る。品質は落ちるが,丈夫で,下級の役所などで用い,また,三味線の胴にも張る。basjuusiともいう。					
132	basjuusi	⓪	名			basjuukabiと同じ。					
132	batiN	⓪	名			馬天。島尻郡旧佐敷間切にある港。					
132	bazoo	①	名			見かけ。外見。また,見かけがよいこと。見かけがよいもの。～nu?aN.見かけがよい。～nu neeN.見かけが悪い。?aQtabazoo（ちょっと見がよいこと。ちょっと見がよいもの）,'jamatubazoo（日本品のちょっと見のよさ）などの語もある。					
132	bee	①	感			いやだ。拒絶する場合の卑語。beeruともいう。相手を軽蔑･罵倒して言う。けんかの時には,さらに卑語hjaaをつけて,beehjaa, beeruhjaaなどと言う。					
132	bee	⓪	名、接頭、接尾			1.（名）倍。二倍。～?aN.二倍ある。～kanuN.二倍食う。	2.（接頭）倍の。beenzaNzi（二倍の難儀）,beesikuci（二倍の仕事）など。	3.（接尾）倍数を示す。saNbee（三倍）など。			
132	beebee	⓪	名			山羊（hwiizaa）の小児語。鳴き声によったもの。					
132	beebee	⓪	名			筧（hwiizaa）の小児語。					
132	beenaNzi	⓪	名			倍の難儀。					
132	beeru	①	感			いやだ。拒絶する場合の卑語。beeと同じ。					
132	beesikuci	⓪	名			倍の仕事。					
132	-bi		接尾			[部]…の階層の者。…の階層の人たち。また敬称ともなる。様。?azibi[按司部],?weekatabi[親方部],?uminaibi[思姉部]など。					
132	-bicee		接尾			相当。…に相当する･…に匹敵する･…に代わりうるの意を表わす。＜hwicajuN。 zuuNiNbicee（十人力）,'juubaNbicee（夕飯代わりとなるもの）など。					
132	biCi	⓪	名			別。～nu.別の。hukanuともいう。					
132	biCidaN	⓪	名			別段。格別。～na kutu.格別のこと。～nuuN ?araN.別段何でもない。					
132	-bicii		接尾			べき。文語的な接尾辞。kacibicii kutu（書くべきこと）,?iribicii'jaN.（入れるべきである）など。					
132	bideetiN	⓪	名			弁才天。七福神の一つ。					
132	bideetiNgumui	⓪	名			弁才天を祭った池。弁天池。首里にある。					
132	biibii	⓪	名			吹いて鳴らす類の玩具。また,笛の小児語。					
132	biicaa	⓪	名			ねずみの一種。普通のねずみより小さく,臭気がある。これが鳴くと喧嘩口論が起こるという俗信があり,'iikutu katari（いいことを語れ）というまじないを唱える。					
132	biiguda]taN	⓪	名			備後表の畳。biiguii（備後藺）で作った畳。					
132	biiguii	⓪	名			備後藺。勝連村･与名城村･具志川村などで栽培されていた。biigumusiru（備後表）を織る。?ootuuziN, tuuziNiiともいい,その髄は燈心にする。					
133	biigumusiru	⓪	名			備後表。 biiguii（備後藺）で織ったむしろ。一般に琉球表と称しているものは七島藺で作るもので,それは saciiiという。					
133	biima	⓪	名			かすり模様。?ijabiima（矢がすり）,marubiima（丸模様のかすり）など。					
133	biiraa	⓪	名			弱虫。弱い者を罵倒していう語。＜biiru。					
133	biirakwa]ara	⓪	副			へなへな。ぐにゃぐにゃ。柔らかく力のないさま。～sjooN.へなへなしている。					
133	biiru	⓪	名			1.みる（海松）。海草の名。	2.くにゃくにゃして弱体の者。足腰の立たない者。				
133	biiSi	⓪	名			備瀬。«地»参照。					
133	-bika]aN		助			ばかり。ばかし。saataa～namijuN.砂糖ばかりなめる。bikeei,bikeeNともいう。					
133	-bike]ei		助			ばかり。-bjkaaN,-bikeeNともいう。また,文語では-bikeiとなる。?ukwaasi～kadi.お菓子ばかり食べて。kadi～'uinee'wata 'jaNzuN doo.食べてばかりいると腹をこわすぞ。					
133	-bike]eN		助			-bikaaN, -bikeeiと同じ。'warabi～CikajuN.子どもばかりを使う。					
133	binasahaganasa	①	名			不便だったり不足したりすること。					
133	binasaN	①	形			1.ふつつかである。不調法である。普通のレベルに達せず,用をなさないことをいう。nuu simitiN binasaibiikutu.何をさせてもふつつかですから。	2.ひよわである。病弱である。duunu～.体がひよわである。				
133	binasawaQsa	①	名			不行きとどき。不調法で行きとどかないこと。					
133	binuci	⓪	名			辺野喜。«地»参照。					
133	biN	⓪	名			便。手紙。たより。binoo ?ami.たよりはあるか。					
133	biN	⓪	名			紅。染料の紅,食紅,口紅など。また,紅色。					
133	biN	⓪	名			瓶。					
133	biN	⓪	名			保栄茂。«地»参照。					
133	biNbiNja]ajaa	⓪	名			赤い模様のある着物の小児語。赤いおべべ。biNは紅の意。					
133	biNboo	⓪	名	新		口ぐせのように貧乏なことをこぼす者。貧乏なことはhwiNsuuという。					
133	biNdaree	⓪	名			金だらい。					
133	biNduku	⓪	名			便毒。横根。多く花柳病に起因するもの。					
133	biNgata	①	名			1.染め物の柄の名。布の上に型紙を置き,その上から紅の染料を塗って,花鳥山水などの模様を染めつけたもの。	2.biNgatawataziNと同じ。				
133	biNgatawataziN	⓪	名			biNgataのwataziN（冬の礼服）。首里の上流婦人が着用したもの。					
133	biNgi	⓪	名			えのき（榎）。					
133	biNkuu	①	名			[弁口]能弁。口が達者なこと。					
133	biNkuumuN	⓪	名			能弁な者。口の達者な者。					
133	biNnutaki	⓪	名			弁が岳。弁の御岳。首里の東側にある山。					
133	biNri	⓪	名			便利。～na muN.便利なもの。					
133	biNroo	⓪	名			植物名。檳榔。のやし。kuba（びろう）と似ているが別種。					
133	biNsibui	⓪	名			紅のしぽり染め。女の子の着物の模様の名。					
133	biNSii	⓪	名			[瓶水]酒を入れる錫製の器。背が高く,上部の口の部分が細くすぼまっている。一対あって,?ugwaN（願）･婚礼などに用いる。口に木の栓をして,その上を赤紙･黄紙を重ねて折り曲げたものでおおう。					
133	biNsja	①	名			[弁者]能弁な者。雄弁な者。					
133	biNta	⓪	名			髪。耳の前に垂れた髪。また,顔のその部分。					
134	biNtoo	①	名			弁当。					
134	biNtui	⓪	名			[瓶取]結婚式で三三九度の杯を取り交わす時,そばでbiNSii[瓶水]を持って酒をつぐこと。またその役。十四,五歳の処女が行なう。花嫁は花婿の家族とも杯を取りかわす風がある。	2.酌婦。料理屋の売春婦。				
134	biNZiki	⓪	名			[鬢附]頭髪用のねばり強い固形の油。ポマードのようなもの。					
134	biNZuru	⓪				[賓頭廬]biZuruと同じ。					
134	biQceeN	⓪	副			ちょっと。ちょっぴり。ほんの少し。biQceeNgwaaともいう。saataa～.砂糖ほんの少し。～'jaree ?aN.ほんの少しならばある。～dukiti kwiree.ちょっとどいてくれ。					
134	biQceeNgwaa	①	副			ほんのちょっと。ちょっぴり。ほんの少し。～du ?aru.ほんの少ししかない。～dukiti kwiree.ほんのちょっとどけてくれ。					
134	biQciN	⓪	名			[別珍]紙入れ。財布。					
134	biQSee	①	名			いたずら。ふざけること。～sjuN.					
134	biQSeekarakee	①	名			いたずらしたりからかったりすること。～sjuN.					
134	biQsuu	⓪	名			（口をゆがめて）軽蔑の情を表わすこと。また,羨望して,やきもちをやくこと。岡焼き。いまいましそうにすること。～sjuN.いまいましそうにする。					
134	biQsuuguci	⓪	名			軽蔑して,またはいまいましげに,ゆがめた口。					
134	biQteeN	①	副			げんなり。しょんぼり。力なくしおれたさま。'watanu～natooN.おなかがすいてぺしゃんこになっている。					
134	bira	⓪	名			ねぎ（葱）。Ziibiraともいう。					
134	biragaramaci	⓪	名			料理の名。ゆでたねぎで魚肉を巻き,味噌煮にして酢味噌をかけたもの。					
134	biree		接尾			付き合い。また,仕えること。<hwiree。dusibiree（友だち付き合い）,tunaibiree（隣との付き合い）,situbiree（姑への仕え方）,'utubiree（夫への仕え方）など。					
134	bitabita	①	副			のりのついていない,柔らかい布の感触。?iicu～kaiki horohoro.絹はビタビタと柔らかい肌ざわりで,甲斐絹はホロホロと衣ずれの音を立てる。					
134	bitaraasjaN	⓪	形			めめしい。優柔不断である。いくじがない。					
134	bitataikaatai	①	副			しなびたさま。病人の皮膚などが弾力がなく,しわがよったさま。～sjooN.しなびている。					
134	bitataimuN	①	名			いくじなし。					
134	bitataiziN	①	名			よれよれの着物。のりの付いていない着物。					
134	bitata=juN	①	自=raN,=ti			しなびる。生気が衰えてしぼむ。植物･人間などにいう。					
134	biwa	⓪	名			びわ（枇杷）。					
134	biZuru	⓪	名			[賓頭盧]神を祭ったところにある円形の石。仏像の形はしていない。biNZuruともいう。?ugwaN（祈願）をしてそれが聞き入れられれば,軽く持ち上げられ,聞き入れられなければ重くなって持ち上げにくいという。その場合は,供物を丁重にしたり,物知りに教えを乞うたりして,軽く持ち上げられるよう手を尽す。					
134	bjoobu	⓪	名			屏風。普通はnoobuという。しかし金屏風はciNbjoobu。					
134	bjooci	⓪	名			病気。'jaNmeeよりも上品な語。					
134	bjooniN	⓪	名			病人。'jaNmeemuNは病弱な者,病気がちの者の意。					
134	bjuu	①	名			廟。王の祖先を祭ったところなど。また,那覇久米村にはkuusibjuu（孔子廟）がある。					
